docid,local_adv
DEU1000432,-0.042813456
DEU1000455,0.181818182
DEU1000480,-0.819772615
DEU1000503,-0.854622171
DEU1000508,-0.317460317
DEU1000515,0.339506173
DEU1000519,0.45662956
DEU1000531,1.159663866
DEU1000533,-1.297180043
DEU1000537,-0.201581617
DEU1000540,1.008373206
DEU1000545,0.36827957
DEU1000547,0.629270203
DEU1000553,0.044444444
DEU1000557,1.266860521
DEU1000575,0.335497835
DEU1000582,0.545454545
DEU1000590,0.645778938
DEU1000593,-1.249039622
DEU1000595,0.084231146
DEU1000611,0.117647059
DEU1000617,0.059294831
DEU1000634,0.155098106
DEU1000661,1.206688441
DEU1000671,-0.353624901
DEU1000685,0.653501484
DEU1000687,-1.061118629
DEU1000693,0.557794583
DEU1000700,-0.446270258
DEU1000704,0.810483871
DEU1000705,0.123670213
DEU1000715,0.80952381
DEU1000718,0.392886015
DEU1000722,-0.489270386
DEU1000723,-0.285714286
DEU1000740,-0.796460177
DEU1000747,-0.895635971
DEU1000748,0.519276566
DEU1000752,0.19047619
DEU1000753,-1.083995786
DEU1000761,-0.879395945
DEU1000762,-0.069605568
DEU1000764,0.987861811
DEU1000768,-0.171428571
DEU1000775,0.831757877
DEU1000795,-0.53776435
DEU1000804,-0.368997039
DEU1000814,1.5
DEU1000818,-0.676666667
DEU1000828,0.826023392
DEU1000830,-0.00963035
DEU1000831,-0.629345905
DEU1000834,1.096533333
DEU1000842,0.387146458
DEU1000858,0.277777778
DEU1000859,1.973604369
DEU1000860,0.988987717
DEU1000861,0.647058824
DEU1000881,0.050420168
DEU1000882,1.575757576
DEU1000900,0.474860335
DEU1000913,0.170456902
DEU1000929,-1.386925795
DEU1000939,-0.025316456
DEU1000946,0.183550652
DEU1000971,0.960276339
DEU1000998,-1.181609195
DEU1001001,-0.931675897
DEU1001004,-0.050050319
DEU1001009,-0.655809171
DEU1001010,-0.743908514
DEU1001012,1.771179731
DEU1001013,-0.410282776
DEU1001040,1.471698113
DEU1001064,0.46686747
DEU1001065,-1.143824027
DEU1001068,1.653382762
DEU1001074,0.474801444
DEU1001108,0.049940547
DEU1001110,-1.797692308
DEU1001118,0.189745075
DEU1001123,0.23992847
DEU1001162,1.135309798
DEU1001172,2.895725056
DEU1001176,1.645005605
DEU1001196,0.123962264
DEU1001205,0.606255356
DEU1001213,-0.065100568
DEU1001221,0.337122305
DEU1001224,0.390136759
DEU1001255,-2.730538922
DEU1001260,1.166912851
DEU1001267,-0.3387237
DEU1001271,0.63776777
DEU1001277,1.189796295
DEU1001285,0.057181036
DEU1001286,-0.989885565
DEU1001287,-0.24691358
DEU1001293,-1.101497504
DEU1001295,-0.655983944
DEU1001305,0.58840629
DEU1001331,1.251125277
DEU1001339,-0.078474797
DEU1001346,0.551724138
DEU1001353,-0.71942446
DEU1001364,0.593023256
DEU1001385,0.191304348
DEU1001387,-0.012439622
DEU1001390,-0.168980254
DEU1001396,-1.090909091
DEU1001407,-0.179146365
DEU1001409,1.164259928
DEU1001416,-0.169966544
DEU1001425,-0.625
DEU1001435,0.326086957
DEU1001444,1.166666667
DEU1001466,-1.097099622
DEU1001490,-0.296110211
DEU1001498,0.955607157
DEU1001531,-0.04830935
DEU1001540,1.557109557
DEU1001553,-0.373161765
DEU1001554,0.291734345
DEU1001561,-0.138736595
DEU1001564,0.146451351
DEU1001567,0.585940533
DEU1001568,1.486474899
DEU1001600,-0.564935065
DEU1001605,1.921568627
DEU1001612,0.489130435
DEU1001621,-0.480011047
DEU1001623,0.164061565
DEU1001657,0.465322079
DEU1001658,-0.089733226
DEU1001663,-0.342610572
DEU1001688,-0.75
DEU1001700,2.312606239
DEU1001717,-1.011072677
DEU1001728,0.170390895
DEU1001747,0.172920065
DEU1001751,0.264707479
DEU1001759,-0.344019304
DEU1001762,-0.373313343
DEU1001766,-0.22280748
DEU1001768,0.592466212
DEU1001770,-0.494293866
DEU1001791,-0.4
DEU1001801,0.435696048
DEU1001806,-0.649233517
DEU1001810,0.027194067
DEU1001811,0.440268007
DEU1001815,0.224608019
DEU1001816,-0.48
DEU1001820,-0.199971227
DEU1001833,-0.925342699
DEU1001834,0.635224264
DEU1001839,0.774504443
DEU1001865,0.337142488
DEU1001866,-0.552911588
DEU1001871,0.742718447
DEU1001877,-0.731707317
DEU1001893,-0.262548737
DEU1001904,0.296055944
DEU1001906,-0.409177456
DEU1001933,0.228158845
DEU1001944,0.278761062
DEU1001945,-0.787037037
DEU1001948,0.857142857
DEU1001967,0.017421603
DEU1001980,-0.496803069
DEU1002020,1.941176471
DEU1002021,-0.611028316
DEU1002024,-0.298951049
DEU1002045,0.016181652
DEU1002061,0.152980733
DEU1002081,0.046588973
DEU1002088,-1.248398369
DEU1002111,-0.217368962
DEU1002119,-0.005288238
DEU1002121,-0.031152648
DEU1002122,-0.229954118
DEU1002136,-0.755765199
DEU1002139,-0.063068788
DEU1002164,1.843028624
DEU1002166,1.404129794
DEU1002173,-0.665357829
DEU1002179,0.274390244
DEU1002182,-0.100299057
DEU1002184,-0.51823838
DEU1002220,-0.840188929
DEU1002225,0.64317643
DEU1002227,1.076741655
DEU1002251,0.121212121
DEU1002262,-0.57495508
DEU1002266,-0.665178571
DEU1002276,-1.280898876
DEU1002291,0.430153322
DEU1002301,0.291847826
DEU1002304,0.37198453
DEU1002320,0.075640782
DEU1002322,0.553562929
DEU1002332,-0.675152749
DEU1002339,-0.004097691
DEU1002344,0.254697286
DEU1002352,-0.571428571
DEU1002368,-0.609160305
DEU1002372,-0.023152271
DEU1002375,0.170877036
DEU1002377,0.088132278
DEU1002383,-0.19015938
DEU1002384,-0.09245511
DEU1002389,-0.84
DEU1002396,0.35677513
DEU1002412,0.586754313
DEU1002432,1.079365079
DEU1002434,1.186857723
DEU1002435,0.58940562
DEU1002439,-0.678964758
DEU1002445,0.119047619
DEU1002454,1.191919192
DEU1002455,-0.664652568
DEU1002469,0.233293663
DEU1002478,0.398798799
DEU1002480,-0.631895678
DEU1002501,-0.461538462
DEU1002516,0.258278146
DEU1002517,-0.363636364
DEU1002520,-0.130679312
DEU1002555,-0.050287356
DEU1002582,0.479146249
DEU1002589,0.511846405
DEU1002605,-0.450313339
DEU1002611,2.036663981
DEU1002639,-1.130801688
DEU1002645,-0.150879757
DEU1002656,-1.5
DEU1002673,3.51344125
DEU1002677,-0.219618056
DEU1002680,0.531938425
DEU1002681,0.244281046
DEU1002682,-0.170070145
DEU1002698,-0.37347225
DEU1002727,-0.199818347
DEU1002737,-0.608695652
DEU1002738,-0.723851688
DEU1002743,-0.813452259
DEU1002751,0.055936073
DEU1002774,-0.5191701
DEU1002786,0.576923077
DEU1002793,-0.271121114
DEU1002794,-0.736842105
DEU1002808,1.43777885
DEU1002811,0
DEU1002825,2
DEU1002841,-0.772887874
DEU1002843,1.639751553
DEU1002845,0.434310532
DEU1002854,0.307981492
DEU1002867,-0.258344737
DEU1002868,0.360200278
DEU1002878,-0.541832669
DEU1002882,-0.849074895
DEU1002889,-0.346054889
DEU1002915,0.589981447
DEU1002924,-0.695121951
DEU1002925,0.053750648
DEU1002926,-0.322627412
DEU1002929,0.339016653
DEU1002941,0.879508149
DEU1002950,-0.420345489
DEU1002953,0.44317309
DEU1002967,1.398836912
DEU1002974,-0.519590383
DEU1002975,0.232906591
DEU1002976,-0.837988827
DEU1002978,0.043902439
DEU1002982,-0.9
DEU1002993,-0.255681818
DEU1002994,0.75
DEU1002999,2.142465753
DEU1003003,0.182659933
DEU1003008,-0.048661386
DEU1003011,-0.222222222
DEU1003015,-0.300319339
DEU1003045,1.957627119
DEU1003051,-1.333333333
DEU1003070,-0.210526316
DEU1003079,-0.016334577
DEU1003086,0.646340232
DEU1003096,0.596358278
DEU1003142,-0.841263414
DEU1003165,1.165821772
DEU1003224,-0.057868816
DEU1003232,1.002567028
DEU1003236,0.1
DEU1003249,0.480933852
DEU1003287,-0.412087912
DEU1003292,-0.394736842
DEU1003295,-0.827911363
DEU1003300,-0.952380952
DEU1003304,-1.069630765
DEU1003323,0.1875
DEU1003338,-0.719346567
DEU1003340,1.933216738
DEU1003341,-0.82704635
DEU1003380,1.956920657
DEU1003398,-1.263157895
DEU1003404,-1.030452675
DEU1003420,-0.232159551
DEU1003422,0.357142857
DEU1003435,0.19400369
DEU1003438,0.150152302
DEU1003449,-0.338910339
DEU1003510,1.509015137
DEU1003512,-0.608837971
DEU1003522,-0.050707115
DEU1003554,-0.295287958
DEU1003588,-0.910574634
DEU1003590,0.853658537
DEU1003591,-0.06
DEU1003594,-0.491193802
DEU1003599,-0.195640802
DEU1003655,0.164794007
DEU1003666,1.60821485
DEU1003674,0.538318023
DEU1003702,0.098870056
DEU1003709,0.223092876
DEU1003715,-0.878552972
DEU1003740,-0.121438063
DEU1003785,0.663157895
DEU1003799,-0.15690721
DEU1003801,-0.197237944
DEU1003820,-0.081377152
DEU1003833,-0.409090909
DEU1003844,1.376582278
DEU1003856,0.344210526
DEU1003859,-0.093473797
DEU1003865,-1.08983308
DEU1003870,-0.978220286
DEU1003902,0.66735831
DEU1003903,-0.888999654
DEU1003907,1.619971543
DEU1003909,0.092532608
DEU1003944,2.051554208
DEU1003955,0.452830189
DEU1003959,0
DEU1003968,-0.027999524
DEU1003974,0.195910604
DEU1003991,-0.664201681
DEU1003993,0.057085471
DEU1004005,-0.518358531
DEU1004021,2.837606838
DEU1004057,0.224070591
DEU1004070,-0.155827703
DEU1004104,-1.097043141
DEU1004119,0.139464681
DEU1004130,0.483064355
DEU1004135,-0.576840513
DEU1004136,-0.848484848
DEU1004146,-0.71521197
DEU1004197,-0.626045946
DEU1004198,0.490641179
DEU1004207,-0.643689442
DEU1004247,0.108201893
DEU1004248,0.758333333
DEU1004276,-0.189692198
DEU1004325,-0.094679514
DEU1004334,-0.039736229
DEU1004337,-0.531072013
DEU1004358,-0.080145719
DEU1004374,0.898725687
DEU1004375,1.637305699
DEU1004388,1.369119421
DEU1004397,0.031088083
DEU1004426,0.587801308
DEU1004427,-0.587670498
DEU1004437,-1.330753936
DEU1004442,0.070659489
DEU1004473,0.006451613
DEU1004478,-0.778713787
DEU1004486,-1.866666667
DEU1004490,1.858823529
DEU1004503,-0.421147737
DEU1004516,1.146127502
DEU1004521,-0.312491889
DEU1004523,0.564516129
DEU1004530,0.848084904
DEU1004534,1.407112425
DEU1004541,1.494358774
DEU1004547,-0.253622499
DEU1004550,-0.985714286
DEU1004593,-0.394721007
DEU1004600,0.211735976
DEU1004613,-0.24691358
DEU1004638,-0.168430708
DEU1004645,-1.108078258
DEU1004661,1.139396709
DEU1004665,0.473918575
DEU1004671,0.098530242
DEU1004674,0.474417098
DEU1004690,0.724983542
DEU1004714,-0.568965517
DEU1004719,1.080482849
DEU1004721,-0.813953488
DEU1004722,-0.359589041
DEU1004724,0.0778381
DEU1004730,1.596730245
DEU1004744,-0.666564605
DEU1004772,1.785
DEU1004782,0.435674366
DEU1004789,-0.411510791
DEU1004795,-0.302678571
DEU1004806,-0.970093458
DEU1004820,-0.026845638
DEU1004832,-0.281677302
DEU1004836,0.888888889
DEU1004844,0.090534979
DEU1004865,-0.888821119
DEU1004868,-0.404371585
DEU1004869,-1.166783955
DEU1004897,0.221424297
DEU1004898,-0.09188102
DEU1004917,0.370840753
DEU1004920,0.504854369
DEU1004925,-0.609848485
DEU1004935,0.199030274
DEU1004936,2.059262166
DEU1004939,2.71039604
DEU1004948,0.100136612
DEU1004950,-0.462875391
DEU1004980,-0.971195391
DEU1005015,-0.086206897
DEU1005028,-0.933779419
DEU1005035,-0.488934993
DEU1005040,1.317324185
DEU1005050,0.421202419
DEU1005053,0.062190813
DEU1005062,-0.723729812
DEU1005067,1.720142602
DEU1005072,0.382284382
DEU1005078,-0.033557047
DEU1005098,0.046676814
DEU1005129,-0.153418608
DEU1005141,1.244573082
DEU1005154,1.008739292
DEU1005162,0.063447857
DEU1005167,0.428571429
DEU1005196,0.173333333
DEU1005220,0.363636364
DEU1005236,-1.077861163
DEU1005238,-1.024096386
DEU1005260,0.797516714
DEU1005272,0.172156711
DEU1005282,-1.026497278
DEU1005299,-0.141414141
DEU1005328,0.592771084
DEU1005337,0.6
DEU1005357,1.004878049
DEU1005358,0.169479606
DEU1005366,0.903660886
DEU1005369,1.5
DEU1005383,1.5
DEU1005391,1.2
DEU1005404,0.60237569
DEU1005416,1.097572816
DEU1005427,-0.712268354
DEU1005430,0.116410623
DEU1005437,0.634621998
DEU1005443,0.27539725
DEU1005461,3.457627119
DEU1005504,-1.733333333
DEU1005518,1.307876995
DEU1005533,-1.303214856
DEU1005534,0.060069554
DEU1005538,-0.32866501
DEU1005548,0.211235615
DEU1005559,1.844107475
DEU1005564,2
DEU1005576,-0.609351433
DEU1005599,-0.40504544
DEU1005600,-0.646558391
DEU1005609,1.407931296
DEU1005631,1.272727273
DEU1005639,-0.29245794
DEU1005678,-0.634751773
DEU1005739,-0.800208659
DEU1005742,-2
DEU1005761,1.482490272
DEU1005775,-0.444787892
DEU1005798,-1.137254902
DEU1005806,0.108218135
DEU1005812,1.333333333
DEU1005828,-1.705404536
DEU1005833,2
DEU1005877,0.823529412
DEU1005879,3.054163891
DEU1005880,0.238095238
DEU1005890,1.00168836
DEU1005897,0.297396129
DEU1005953,-0.412979351
DEU1005987,0.162099276
DEU1006003,0.386440678
DEU1006028,0.635405257
DEU1006045,-0.2122571
DEU1006062,-1.029876786
DEU1006065,-0.223495702
DEU1006070,-0.678826286
DEU1006071,0.899820036
DEU1006098,-2.517264276
DEU1006118,0
DEU1006132,-0.956375839
DEU1006154,0.071786451
DEU1006161,-0.383816051
DEU1006170,0.009041591
DEU1006189,-1.034482759
DEU1006216,-1.768011527
DEU1006219,-0.073619632
DEU1006226,0.266480642
DEU1006253,-0.233676976
DEU1006260,-0.750211685
DEU1006266,0.785590278
DEU1006279,1.071423752
DEU1006290,0.448979592
DEU1006339,0.056553826
DEU1006371,0.15229238
DEU1006375,0.792680836
DEU1006388,1.361805111
DEU1006422,5
DEU1006424,1.41464637
DEU1006433,-0.030848329
DEU1006444,-0.053164557
DEU1006471,-1.565023035
DEU1006474,0.226744186
DEU1006486,1.681415929
DEU1006524,-0.304658317
DEU1006527,0.169750485
DEU1007052,-0.114942529
DNK1000009,1.003683153
DNK1000025,0.071428571
DNK1000042,-0.627297444
DNK1000053,0.238853503
DNK1000101,-0.030587334
DNK1000120,-1.696969697
DNK1000121,-0.882342767
DNK1000125,-0.362512826
DNK1000133,-0.928689884
DNK1000138,-0.083167413
DNK1000140,-0.773419924
DNK1000148,0.754657003
DNK1000151,-0.491103203
DNK1000156,-0.634920635
DNK1000160,0.773116438
DNK1000162,1.033018868
DNK1000178,1.411471322
DNK1000355,0.068749862
DNK1000365,-1.349593496
DNK1000367,-0.113378134
DNK1000372,-1.800660066
DNK1000385,0.803029925
DNK1000387,1.336726998
DNK1000406,-0.61208831
DNK1000414,-0.470947266
DNK1000418,-1.524439919
DNK1000442,-0.533333333
DNK1000644,-0.255817613
DNK1000656,0.413855123
DNK1000662,-0.119485294
DNK1000663,-1.477560349
DNK1000686,-0.827406282
DNK1000690,-0.5856547
DNK1000697,0.930375185
DNK1000698,-0.382293763
DNK1000707,0.084912813
DNK1000799,-0.262815957
DNK1000802,0.475125334
DNK1000813,-0.020855348
DNK1000816,-0.219040036
DNK1000830,-0.244240074
DNK1000837,-0.090187425
DNK1000847,0.175
DNK1000850,-0.397053917
DNK1000858,-0.49383933
DNK1000873,-0.03104174
DNK1000875,-0.760814832
DNK1000945,1.943925234
DNK1000965,1.594202899
DNK1000973,-1.328970777
DNK1000983,1.635105923
DNK1000997,-0.261042029
DNK1001003,1.827390557
DNK1001011,-0.351811087
DNK1001013,-0.129097766
DNK1001022,-1.260400948
DNK1001043,-1.611901171
DNK1001045,0.008860907
DNK1001052,-0.624145786
DNK1001140,0.156682028
DNK1001165,1.369192931
DNK1001167,0.413764834
DNK1001192,1.506726457
DNK1001196,0.333006187
DNK1001201,-0.862255965
DNK1001217,0.760107817
DNK1001219,1.374866756
DNK1001227,-0.93314007
DNK1001237,-0.151226734
DNK1001317,-0.362684305
DNK1001350,1.954998972
DNK1001353,0.020862766
DNK1001374,1.062689887
DNK1001383,1.191489362
DNK1001387,0.245461463
DNK1001388,-0.60593082
DNK1001395,1.503649635
DNK1001417,-0.665972222
DNK1001420,0.401405407
DNK1001429,0.658754144
DNK1001516,-0.032894737
DNK1001532,-1.049848358
DNK1001545,1.231718421
DNK1001555,-0.532139951
DNK1001557,0.33416771
DNK1001568,0.474198047
DNK1001583,-0.261954262
DNK1001589,-0.017887991
DNK1001590,0.267515924
DNK1001605,-1.420754717
DNK1001691,0.731958109
DNK1001714,0.546388993
DNK1001715,1.00906112
DNK1001729,0.936454849
DNK1001731,-0.713604774
DNK1001735,-1.95480226
DNK1001743,1.174605452
DNK1001748,0.443099274
DNK1001754,-0.547785548
DNK1001766,-1.036319613
DNK1001771,0.800067029
DNK1001781,0.970591963
DNK1001794,-0.874309392
DNK1001813,-0.821964529
DNK1001855,1.171725344
DNK1001866,-0.378965193
DNK1001872,-0.169246646
DNK1001873,-0.80171184
DNK1001889,0.72
DNK1001896,-0.628571429
DNK1001918,-0.337251879
DNK1001926,0.118876081
DNK1001952,-0.487215104
DNK1001964,0.733281336
DNK1001985,-0.118320552
DNK1001986,0.608695652
DNK1001998,1.38697318
DNK1002005,-0.165674066
DNK1002010,-1.023622047
DNK1002023,1.983050847
DNK1002039,-0.681120145
DNK1002040,-0.8
DNK1002065,0.15411057
DNK1002067,-0.191041644
DNK1002068,-0.321052632
DNK1002069,0.138238573
DNK1002071,-0.581939799
DNK1002085,0.159822622
DNK1002094,0.825203252
DNK1002096,-0.669023136
DNK1002098,-0.561017929
DNK1002102,1.785714286
DNK1002118,1.541180895
DNK1002140,0.245614035
DNK1002145,1.124312431
DNK1002147,-1.829573935
DNK1002155,-0.137604908
DNK1002159,0.505494505
DNK1002166,1.614844846
DNK1002170,1.339857651
DNK1002173,-0.61627907
DNK1002178,-1.937823834
ESP1000002,-0.300881349
ESP1000005,-0.636938873
ESP1000018,-0.272727273
ESP1000042,-1.200227101
ESP1000047,0.55761194
ESP1000048,0.77
ESP1000061,0.018992622
ESP1000074,0.888720437
ESP1000076,0.08402925
ESP1000078,-0.667696051
ESP1000082,-0.848484848
ESP1000089,-0.332916145
ESP1000098,-1.5
ESP1000112,-1.628985507
ESP1000117,0
ESP1000130,-0.440701896
ESP1000135,0.139709418
ESP1000136,1.052896725
ESP1000138,0.230127361
ESP1000139,4.07E-16
ESP1000143,2
ESP1000164,0.547263682
ESP1000166,-1.694496738
ESP1000169,-0.813559322
ESP1000173,0.822740113
ESP1000174,0.327970297
ESP1000180,-1.287328204
ESP1000182,-0.621513944
ESP1000185,-0.38827153
ESP1000186,-0.68645743
ESP1000191,0.290462428
ESP1000208,1
ESP1000231,-0.479559748
ESP1000232,0.29939492
ESP1000234,-1.647571406
ESP1000247,0.457887389
ESP1000249,0.003291442
ESP1000250,1.111111111
ESP1000254,0.816326531
ESP1000261,1.369014085
ESP1000273,-1.321891192
ESP1000280,1.828033539
ESP1000293,-0.285714286
ESP1000294,1.331546023
ESP1000301,-0.629595588
ESP1000302,-0.018390805
ESP1000305,-0.321954077
ESP1000308,0.893074792
ESP1000309,0.232278364
ESP1000311,-1.40282392
ESP1000321,0.8
ESP1000331,-0.597938144
ESP1000346,0.131455399
ESP1000356,0.535150584
ESP1000357,0.073325729
ESP1000362,1.037735849
ESP1000364,-0.047241856
ESP1000385,-0.389394419
ESP1000387,0.325581395
ESP1000396,0.118249468
ESP1000399,-0.163585434
ESP1000401,-1.529327268
ESP1000404,0.582276843
ESP1000410,1.039855072
ESP1000416,0.203657523
ESP1000419,2.22810219
ESP1000433,-0.207037226
ESP1000434,0.246991821
ESP1000459,0.792433538
ESP1000460,0.550065359
ESP1000464,0.060344828
ESP1000465,-0.162945915
ESP1000470,-1.568181818
ESP1000471,1.036624204
ESP1000491,0.796225453
ESP1000499,1.162255466
ESP1000500,1.024390244
ESP1000501,-0.394852731
ESP1000508,-0.281377114
ESP1000510,-0.004969114
ESP1000519,0.57661823
ESP1000520,-0.021915559
ESP1000521,-0.588671616
ESP1000523,-0.101915709
ESP1000525,-1.195050888
ESP1000526,-1.158342189
ESP1000527,-1.348433661
ESP1000535,0.026295437
ESP1000537,0.496478873
ESP1000556,2.605143722
ESP1000563,-0.583333333
ESP1000565,-0.375482403
ESP1000569,-0.455431842
ESP1000574,0.235714286
ESP1000580,-0.817152104
ESP1000583,0.13964497
ESP1000584,-1.00819101
ESP1000591,-2.2422424
ESP1000599,-0.318487198
ESP1000604,1.540540541
ESP1000605,0.792103948
ESP1000607,0.150520368
ESP1000608,-0.210861917
ESP1000611,-1.165540541
ESP1000621,0.277777778
ESP1000622,1.170886076
ESP1000624,-0.155382775
ESP1000625,0.09529196
ESP1000626,-0.71310695
ESP1000632,-0.203783416
ESP1000637,-0.085106383
ESP1000641,0.666666667
ESP1000658,-1.371428571
ESP1000668,-0.829272391
ESP1000672,-0.9
ESP1000673,0.287119857
ESP1000681,-0.24742268
ESP1000683,0.517319277
ESP1000686,0.452387907
ESP1000689,0.328587699
ESP1000692,-0.28914786
ESP1000703,1.583333333
ESP1000707,-0.160996969
ESP1000712,0.094926778
ESP1000722,0.386040138
ESP1000726,-0.171244937
ESP1000727,0.412157012
ESP1000728,0.015463918
ESP1000731,-0.792857143
ESP1000740,-0.257798034
ESP1000761,0.681818182
ESP1000764,-0.253211866
ESP1000765,0.937931034
ESP1000768,0.214848413
ESP1000770,0.065217391
ESP1000772,-0.541353383
ESP1000784,-0.694618273
ESP1000788,0.593381247
ESP1000789,-0.461443632
ESP1000797,-0.754516932
ESP1000799,-0.444444444
ESP1000803,-0.070080863
ESP1000806,-0.442137509
ESP1000809,0.017030996
ESP1000811,-0.290183764
ESP1000813,0.315789474
ESP1000814,0.75
ESP1000817,0.599679316
ESP1000826,-0.050332384
ESP1000831,-0.11895947
ESP1000847,-0.177415988
ESP1000858,0.625287356
ESP1000860,0.947540984
ESP1000861,1.124786325
ESP1000865,-0.371757925
ESP1000871,-1.813953488
ESP1000872,0.759110351
ESP1000876,1.03125
ESP1000882,1.234188034
ESP1000894,1.49897471
ESP1000895,-1.607843137
ESP1000896,1.166666667
ESP1000898,0.431512143
ESP1000900,1.861944778
ESP1000901,0.358353693
ESP1000903,1.122715405
ESP1000908,0.142276423
ESP1000912,0.146853147
ESP1000914,0.014962594
ESP1000915,3
ESP1000916,0.622446527
ESP1000917,-0.320874471
ESP1000918,0.906711409
ESP1000919,-0.666666667
ESP1000925,0.428571429
ESP1000938,1.297220993
ESP1000939,0.751115076
ESP1000941,1.25
ESP1000943,0.244897959
ESP1000944,1.022222222
ESP1000945,0.696629213
ESP1000949,0.126306985
ESP1000953,1.157048228
ESP1000954,0.393563218
ESP1000955,-0.19361893
ESP1000957,0.583892617
ESP1000958,-0.137976269
ESP1000959,0.031566517
ESP1000960,-0.050730208
ESP1000962,0.885714286
ESP1000964,-1.691163359
ESP1000970,0.192307692
ESP1000974,0.090166192
ESP1000976,-0.104166667
ESP1000979,0.028050491
ESP1000982,-0.789473684
ESP1000990,0.881426503
ESP1000998,0.808032891
ESP1000999,2.790040877
ESP1001001,-0.404647436
ESP1001002,-0.277777778
ESP1001015,1.276119403
ESP1001016,-0.459013959
ESP1001017,-0.486486486
ESP1001020,1.5
ESP1001023,0.81548312
ESP1001027,-0.113207547
ESP1001032,0.125348189
ESP1001043,0.512446082
ESP1001048,-0.208333333
ESP1001062,-0.849075277
ESP1001064,-0.189085145
ESP1001065,-0.053364051
ESP1001066,0.435645747
ESP1001068,0.287137236
ESP1001069,-0.084284786
ESP1001070,-0.817537073
ESP1001072,1.044982699
ESP1001085,1.217391304
ESP1001088,0.222330616
ESP1001101,0.310753341
ESP1001102,-0.011721366
ESP1001103,-0.456989247
ESP1001104,0.085770279
ESP1001107,1.274509804
ESP1001108,1.02874646
ESP1001119,-0.177076195
ESP1001121,0.76773592
FIN1000004,0.088235294
FIN1000039,-0.212389381
FIN1000041,0.133928571
FIN1000060,-1
FIN1000072,0.950550149
FIN1000076,0.369458128
FIN1000078,-1.096774194
FIN1000098,1.5
FIN1000141,0.461538462
FIN1000163,-0.375
FIN1000180,0.285714286
FIN1000186,-0.196078431
FIN1000194,-0.428571429
FIN1000199,0.102090032
FIN1000205,1.069364162
FIN1000217,-1.658415842
FIN1000236,-0.608695652
FIN1000254,0.854961832
FIN1000290,-0.617647059
FIN1000295,0
FIN1000299,-0.803738318
FIN1000307,2
FIN1000309,0.800732098
FIN1000315,2.84E-16
FIN1000317,-0.576923077
FIN1000323,-0.107243209
FIN1000334,0
FIN1000356,0.336448598
FIN1000359,-0.666666667
FIN1000373,-0.473429952
FIN1000382,0.185393258
FIN1000386,-0.350877193
FIN1000389,-2
FIN1000390,-0.25
FIN1000391,-1.082388611
FIN1000400,-1.2
FIN1000406,-0.632911392
FIN1000415,-3
FIN1000425,-0.16
FIN1000437,-1.339285714
FIN1000450,-0.758197092
FIN1000453,0.887896825
FIN1000466,-0.740740741
FIN1000488,0
FIN1000497,-0.014783527
FIN1000509,0.656945917
FIN1000511,-1.047169811
FIN1000518,-0.274623407
FIN1000522,0.773235012
FIN1000530,-0.727272727
FIN1000537,-1.636363636
FIN1000580,-0.24
FIN1000599,0
FIN1000645,0.875159361
FIN1000679,-2.708015267
FIN1000721,-0.277230307
FIN1000744,1.952054795
FIN1000747,-0.396253074
FIN1000767,3
FIN1000780,1.6
FIN1000808,1.692307692
FIN1000817,0.295572917
FIN1000820,0.763692665
FIN1000823,1.866666667
FIN1000825,0.6
FIN1000834,-0.126506024
FIN1000838,0.726471152
FIN1000852,2.911877395
FIN1000856,1.280299237
FIN1000863,-0.45398773
FIN1000868,-0.698630137
FIN1000871,1.262135922
FIN1000880,0.66440678
FIN1000885,1.341317365
FIN1000887,-0.181818182
FIN1000891,0.428954424
FIN1000907,-0.8
FIN1000915,1.568181818
FIN1000917,0.65942029
FIN1000920,0.666666667
FIN1000921,2
FIN1000923,0.4
FIN1000932,-0.665391584
FIN1000936,-1
FIN1000938,0.734082397
FIN1000956,2
FIN1000966,0
FIN1000973,-0.111111111
FIN1000980,-0.600550964
FIN1000983,0.455108359
FIN1000985,0.023838482
FIN1000990,-4.89E-17
FIN1001006,-0.398239824
FIN1001007,0
FIN1001018,-0.307304786
FIN1001020,-0.769230769
FIN1001021,0.057692308
FIN1001027,0.066721356
FIN1001029,1.234567901
FIN1001043,0.3
FIN1001050,0.089714693
FIN1001055,0
FIN1001068,-0.942857143
FIN1001073,-0.018018018
FIN1001076,-0.136363636
FIN1001096,-0.601832994
FIN1001102,0.70287687
FIN1001112,-0.085714286
FIN1001114,-0.285714286
FIN1001116,-1.004694836
FIN1001121,1.690373946
FIN1001123,1.70212766
FIN1001128,1.5
FIN1001130,-0.03898681
FIN1001132,1.058823529
FIN1001141,0.249466951
FIN1001143,0.666666667
FIN1001148,-0.122450509
FIN1001151,-0.266666667
FIN1001154,1.7
FIN1001159,0.076922928
FIN1001160,0
FIN1001162,-1.49862259
FIN1001168,1.5
FIN1001169,1.274819834
FIN1001170,0.043114826
FIN1001179,-1.5
FIN1001188,-0.024115543
FIN1001191,-0.375
FIN1001193,0.157894737
FIN1001197,-0.5
FIN1001199,-0.52454418
FIN1001205,0.568421053
FIN1001206,1.016518335
FIN1001211,-0.034197586
FIN1001213,-0.103929679
FIN1001217,-1.68
FIN1001218,0.554347826
FIN1001219,1.777173913
FIN1001220,-0.512421053
FIN1001225,0.444444444
FIN1001227,0.630434783
FIN1001228,-1.052631579
FIN1001238,-0.375
FIN1001241,0.007688858
FIN1001242,-2
